Date,Open,High,Low,Close,Volume
2025-02-26 14:00:00,3.04,3.05,3.04,3.05,5400
2025-02-26 15:19:00,3.12,3.12,3.12,3.12,2500
2025-02-26 15:25:00,3.15,3.15,3.14,3.14,2601
2025-02-26 15:29:00,3.13,3.13,3.13,3.13,566
2025-02-26 15:30:00,3.13,3.15,3.13,3.15,15441
2025-02-26 15:31:00,3.18,3.27,3.18,3.27,3844
2025-02-26 15:34:00,3.28,3.37,3.28,3.37,22668
2025-02-26 15:39:00,3.37,3.38,3.36,3.36,2274
2025-02-26 15:43:00,3.4,3.4,3.36,3.36,8838
2025-02-26 15:44:00,3.36,3.4,3.36,3.4,1353
2025-02-26 15:45:00,3.41,3.41,3.41,3.41,138
2025-02-26 15:46:00,3.38,3.38,3.3,3.3,5162
2025-02-26 15:47:00,3.3,3.33,3.3,3.33,8270
2025-02-26 15:49:00,3.3,3.31,3.29,3.31,6635
2025-02-26 15:50:00,3.31,3.31,3.31,3.31,1097
2025-02-26 15:51:00,3.31,3.31,3.29,3.31,5840
2025-02-26 15:55:00,3.3,3.3,3.27,3.27,6941
2025-02-26 15:56:00,3.27,3.29,3.27,3.27,30311
2025-02-26 15:58:00,3.29,3.29,3.29,3.29,215
2025-02-26 16:00:00,3.27,3.27,3.27,3.27,390
2025-02-26 16:02:00,3.27,3.29,3.27,3.29,65530
2025-02-26 16:03:00,3.28,3.29,3.28,3.29,14643
2025-02-26 16:05:00,3.29,3.29,3.29,3.29,609
2025-02-26 16:06:00,3.28,3.29,3.28,3.29,6224
2025-02-26 16:07:00,3.28,3.28,3.28,3.28,1565
2025-02-26 16:08:00,3.29,3.29,3.29,3.29,2475
2025-02-26 16:09:00,3.29,3.29,3.29,3.29,11555
2025-02-26 16:10:00,3.28,3.28,3.28,3.28,1178
2025-02-26 16:13:00,3.29,3.29,3.29,3.29,783
2025-02-26 16:14:00,3.29,3.29,3.28,3.28,94514
2025-02-26 16:15:00,3.29,3.29,3.29,3.29,2535
2025-02-26 16:17:00,3.29,3.29,3.29,3.29,522
2025-02-26 16:18:00,3.29,3.29,3.29,3.29,353
2025-02-26 16:20:00,3.29,3.29,3.28,3.28,56357
2025-02-26 16:21:00,3.29,3.29,3.29,3.29,1346
2025-02-26 16:22:00,3.29,3.29,3.29,3.29,392
2025-02-26 16:25:00,3.29,3.29,3.29,3.29,383
2025-02-26 16:26:00,3.29,3.29,3.28,3.29,24966
2025-02-26 16:27:00,3.29,3.32,3.29,3.32,25695
2025-02-26 16:29:00,3.32,3.33,3.3,3.32,15316
2025-02-26 16:30:00,3.32,3.32,3.32,3.32,2937
2025-02-26 16:31:00,3.32,3.32,3.29,3.3,1251
2025-02-26 16:32:00,3.3,3.3,3.27,3.27,5638
2025-02-26 16:36:00,3.27,3.27,3.27,3.27,106
2025-02-26 16:38:00,3.28,3.3,3.28,3.29,5935
2025-02-26 16:39:00,3.28,3.28,3.28,3.28,400
2025-02-26 16:40:00,3.28,3.28,3.28,3.28,117
2025-02-26 16:41:00,3.28,3.28,3.28,3.28,425
2025-02-26 16:42:00,3.29,3.29,3.29,3.29,123
2025-02-26 16:43:00,3.29,3.29,3.29,3.29,121
2025-02-26 16:45:00,3.29,3.29,3.29,3.29,122
2025-02-26 16:47:00,3.29,3.29,3.29,3.29,117
2025-02-26 16:48:00,3.29,3.29,3.29,3.29,266
2025-02-26 16:49:00,3.27,3.28,3.27,3.28,566
2025-02-26 16:50:00,3.27,3.28,3.27,3.27,2481
2025-02-26 16:54:00,3.26,3.26,3.26,3.26,8237
2025-02-26 16:55:00,3.26,3.26,3.24,3.24,1023
2025-02-26 16:59:00,3.24,3.24,3.23,3.24,831
2025-02-26 17:00:00,3.24,3.24,3.24,3.24,406
2025-02-26 17:01:00,3.25,3.28,3.25,3.28,5082
2025-02-26 17:02:00,3.29,3.29,3.29,3.29,1346
2025-02-26 17:04:00,3.28,3.28,3.28,3.28,297
2025-02-26 17:07:00,3.29,3.29,3.29,3.29,100
2025-02-26 17:11:00,3.28,3.28,3.28,3.28,107
2025-02-26 17:12:00,3.28,3.28,3.28,3.28,107
2025-02-26 17:17:00,3.26,3.27,3.26,3.27,303
2025-02-26 17:19:00,3.27,3.27,3.27,3.27,1059
2025-02-26 17:20:00,3.27,3.27,3.27,3.27,277
2025-02-26 17:24:00,3.25,3.26,3.25,3.26,637
2025-02-26 17:26:00,3.26,3.26,3.26,3.26,220
2025-02-26 17:27:00,3.26,3.26,3.26,3.26,106
2025-02-26 17:29:00,3.26,3.26,3.26,3.26,320
2025-02-26 17:30:00,3.27,3.27,3.26,3.26,1615
2025-02-26 17:32:00,3.25,3.25,3.24,3.24,4139
2025-02-26 17:34:00,3.26,3.26,3.26,3.26,777
2025-02-26 17:37:00,3.26,3.26,3.26,3.26,173
2025-02-26 17:42:00,3.26,3.26,3.26,3.26,370
2025-02-26 17:53:00,3.25,3.26,3.25,3.26,709
2025-02-26 17:59:00,3.25,3.25,3.25,3.25,1021
2025-02-26 18:02:00,3.25,3.25,3.25,3.25,102
2025-02-26 18:04:00,3.25,3.25,3.24,3.24,371
2025-02-26 18:09:00,3.26,3.26,3.26,3.26,100
2025-02-26 18:11:00,3.25,3.25,3.24,3.24,526
2025-02-26 18:13:00,3.25,3.26,3.24,3.25,1939
2025-02-26 18:16:00,3.27,3.27,3.27,3.27,179
2025-02-26 18:18:00,3.26,3.26,3.26,3.26,133
2025-02-26 18:19:00,3.26,3.26,3.26,3.26,108
2025-02-26 18:20:00,3.27,3.27,3.27,3.27,222
2025-02-26 18:21:00,3.27,3.27,3.27,3.27,148
2025-02-26 18:24:00,3.26,3.26,3.26,3.26,141
2025-02-26 18:28:00,3.25,3.25,3.25,3.25,528
2025-02-26 18:29:00,3.26,3.26,3.26,3.26,464
2025-02-26 18:32:00,3.25,3.25,3.24,3.24,513
2025-02-26 18:34:00,3.24,3.24,3.24,3.24,110
