Date,Open,High,Low,Close,Volume
2025-02-26 14:23:00,1.56,1.56,1.56,1.56,287
2025-02-26 14:34:00,1.57,1.57,1.56,1.56,1072
2025-02-26 15:30:00,1.61,1.61,1.61,1.61,431
2025-02-26 15:31:00,1.68,1.68,1.68,1.68,200
2025-02-26 15:34:00,1.7,1.7,1.69,1.69,594
2025-02-26 15:39:00,1.68,1.69,1.63,1.63,1061
2025-02-26 15:40:00,1.66,1.66,1.66,1.66,201
2025-02-26 15:43:00,1.68,1.76,1.68,1.72,2796
2025-02-26 15:44:00,1.73,1.74,1.73,1.73,778
2025-02-26 15:45:00,1.73,1.84,1.65,1.78,5169
2025-02-26 15:48:00,1.74,1.74,1.74,1.74,2000
2025-02-26 15:50:00,1.81,1.81,1.73,1.73,492
2025-02-26 15:52:00,1.75,1.85,1.75,1.85,5393
2025-02-26 15:53:00,1.86,1.91,1.84,1.91,9804
2025-02-26 15:54:00,1.9,2.11,1.9,1.93,27509
2025-02-26 15:55:00,1.96,2.05,1.95,1.98,4090
2025-02-26 15:56:00,1.95,1.99,1.95,1.99,14401
2025-02-26 15:57:00,1.96,1.98,1.94,1.98,5809
2025-02-26 15:58:00,1.98,2.16,1.95,2.11,41864
2025-02-26 15:59:00,2.12,2.19,2.06,2.13,29854
2025-02-26 16:00:00,2.13,2.13,1.8,1.84,50160
2025-02-26 16:01:00,1.92,2.05,1.85,1.93,9432
2025-02-26 16:02:00,1.95,2.05,1.94,1.98,7175
2025-02-26 16:03:00,1.98,2.05,1.98,2.05,3444
2025-02-26 16:04:00,1.98,2.04,1.98,1.99,4582
2025-02-26 16:05:00,1.99,2.05,1.99,1.99,2923
2025-02-26 16:06:00,2.02,2.02,1.98,1.98,2286
2025-02-26 16:07:00,1.98,2.02,1.98,1.99,1580
2025-02-26 16:08:00,2.04,2.04,2.04,2.04,1244
2025-02-26 16:09:00,2.04,2.04,2.01,2.01,1594
2025-02-26 16:10:00,2.01,2.05,2.01,2.05,1767
2025-02-26 16:11:00,2.02,2.05,2.02,2.05,728
2025-02-26 16:12:00,2.0,2.0,1.99,1.99,1064
2025-02-26 16:13:00,1.99,2.0,1.96,2.0,3711
2025-02-26 16:14:00,1.99,1.99,1.96,1.96,1845
2025-02-26 16:15:00,1.92,1.92,1.92,1.92,1914
2025-02-26 16:16:00,1.93,1.93,1.92,1.92,1927
2025-02-26 16:17:00,1.96,1.96,1.92,1.92,538
2025-02-26 16:18:00,1.92,1.92,1.92,1.92,133
2025-02-26 16:19:00,1.92,1.96,1.89,1.89,4138
2025-02-26 16:20:00,1.89,1.89,1.89,1.89,440
2025-02-26 16:21:00,1.93,1.93,1.89,1.89,1000
2025-02-26 16:23:00,1.9,1.9,1.87,1.88,1943
2025-02-26 16:24:00,1.87,1.87,1.87,1.87,1177
2025-02-26 16:25:00,1.88,1.88,1.88,1.88,10000
2025-02-26 16:26:00,1.91,1.94,1.91,1.91,2851
2025-02-26 16:27:00,1.95,1.95,1.95,1.95,633
2025-02-26 16:28:00,1.94,1.94,1.94,1.94,271
2025-02-26 16:30:00,1.88,1.88,1.88,1.88,5440
2025-02-26 16:31:00,1.9,1.9,1.88,1.88,349
2025-02-26 16:32:00,1.9,1.92,1.85,1.85,4672
2025-02-26 16:33:00,1.85,1.85,1.85,1.85,100
2025-02-26 16:35:00,1.89,1.89,1.89,1.89,1000
2025-02-26 16:37:00,1.85,1.85,1.85,1.85,467
2025-02-26 16:38:00,1.86,1.93,1.86,1.93,940
2025-02-26 16:39:00,1.92,1.92,1.88,1.88,496
2025-02-26 16:42:00,1.86,1.86,1.86,1.86,217
2025-02-26 16:43:00,1.91,1.91,1.91,1.91,314
2025-02-26 16:45:00,1.91,1.91,1.91,1.91,100
2025-02-26 16:46:00,1.86,1.96,1.86,1.96,1460
2025-02-26 16:47:00,1.95,1.95,1.95,1.95,386
2025-02-26 16:48:00,1.95,1.96,1.87,1.93,1098
2025-02-26 16:49:00,1.98,2.0,1.96,2.0,9767
2025-02-26 16:50:00,2.03,2.05,1.95,1.95,1802
2025-02-26 16:51:00,2.03,2.04,2.03,2.03,5171
2025-02-26 16:52:00,2.04,2.04,2.04,2.04,800
2025-02-26 16:53:00,1.99,2.12,1.89,2.02,14904
2025-02-26 16:54:00,2.08,2.14,1.99,1.99,11674
2025-02-26 16:55:00,2.13,2.13,2.11,2.11,2194
2025-02-26 16:56:00,2.1,2.1,2.03,2.1,2482
2025-02-26 16:57:00,2.05,2.1,2.05,2.1,4803
2025-02-26 16:58:00,2.1,2.1,2.0,2.06,2340
2025-02-26 16:59:00,2.06,2.15,2.06,2.15,15335
2025-02-26 17:00:00,2.09,2.44,2.06,2.4,76800
2025-02-26 17:01:00,2.39,2.69,2.39,2.69,63455
